date,acronym,count
2022-07-09,SVY,4
2022-07-09,CHT,10
2022-07-09,NRD,7
2022-07-09,MSS,9
2022-07-09,CPK,3
2022-07-09,SLK,7
2022-07-09,PLM,3
2022-07-09,NHL,6
2022-07-09,HAR,2
2022-07-09,ARL,2
2022-07-09,BAR,1
2022-07-09,SHR,3
2022-07-09,SYL,2
2022-07-09,WWD,1
2022-07-09,SLD,2
2022-07-08,CCY,28
2022-07-08,WLK,4
2022-07-08,WAD,12
2022-07-08,SLA,29
2022-07-08,BHT,12
2022-07-08,NLA,12
2022-07-08,HAR,2
2022-07-08,SPD,4
2022-07-08,HWD,26
2022-07-08,WIL,38
2022-07-08,WWD,3
2022-07-08,WLA,11
2022-07-08,SHR,6
2022-07-08,VNY,8
2022-07-08,RES,9
2022-07-08,ENC,10
2022-07-08,SLK,9
2022-07-08,SEL,23
2022-07-08,CCN,15
2022-07-08,PLM,7
2022-07-08,VEN,4
2022-07-08,NHL,17
2022-07-08,SVY,7
2022-07-08,ARL,5
2022-07-08,SLD,1
2022-07-08,NRD,9
2022-07-08,MSS,7
2022-07-08,CHT,5
2022-07-08,SYL,2
2022-07-08,CPK,8
2022-07-08,BTW,4
2022-07-08,WCH,3
2022-07-08,WLM,2
2022-07-08,BAR,1
2022-07-08,LAX,4
2022-07-08,GHL,1
2022-07-07,CCY,29
2022-07-07,WIL,21
2022-07-07,WLK,12
2022-07-07,SLA,25
2022-07-07,WAD,11
2022-07-07,BHT,4
2022-07-07,SPD,2
2022-07-07,WLM,4
2022-07-07,HWD,19
2022-07-07,VNY,8
2022-07-07,ENC,5
2022-07-07,RES,4
2022-07-07,NLA,6
2022-07-07,SLK,5
2022-07-07,SEL,12
2022-07-07,CCN,4
2022-07-07,PLM,3
2022-07-07,VEN,4
2022-07-07,WCH,5
2022-07-07,NHL,8
2022-07-07,GHL,4
2022-07-07,SYL,4
2022-07-07,ARL,3
2022-07-07,MSS,6
2022-07-07,CPK,11
2022-07-07,WLA,6
2022-07-07,SHR,5
2022-07-07,PTL,1
2022-07-07,LAX,3
2022-07-07,SVY,5
2022-07-07,WWD,2
2022-07-07,BAR,1
2022-07-07,HAR,1
2022-07-07,BTW,5
2022-07-07,CHT,1
2022-07-06,WLK,9
2022-07-06,SLA,20
2022-07-06,WAD,18
2022-07-06,BHT,3
2022-07-06,NLA,6
2022-07-06,SPD,5
2022-07-06,WLM,1
2022-07-06,HWD,13
2022-07-06,PLM,5
2022-07-06,VNY,5
2022-07-06,ENC,5
2022-07-06,RES,8
2022-07-06,SEL,13
2022-07-06,CCN,3
2022-07-06,WCH,5
2022-07-06,VEN,5
2022-07-06,ARL,4
2022-07-06,SVY,1
2022-07-06,HAR,3
2022-07-06,MSS,4
2022-07-06,WIL,13
2022-07-06,PTL,1
2022-07-06,BTW,2
2022-07-06,WLA,5
2022-07-06,SHR,11
2022-07-06,NRD,2
2022-07-06,CCY,11
2022-07-06,NHL,7
2022-07-06,WWD,1
2022-07-06,SLK,6
2022-07-06,SLD,3
2022-07-06,CPK,9
2022-07-06,CHT,3
2022-07-06,GHL,2
2022-07-06,SYL,1
2022-07-05,CCY,22
2022-07-05,CCN,4
2022-07-05,WAD,6
2022-07-05,SLA,24
2022-07-05,NLA,14
2022-07-05,BHT,8
2022-07-05,HAR,2
2022-07-05,WLM,4
2022-07-05,BAR,1
2022-07-05,HWD,17
2022-07-05,WIL,30
2022-07-05,WLA,8
2022-07-05,SHR,5
2022-07-05,SEL,17
2022-07-05,PLM,3
2022-07-05,WCH,3
2022-07-05,NHL,9
2022-07-05,ARL,4
2022-07-05,SVY,7
2022-07-05,CHT,7
2022-07-05,SYL,7
2022-07-05,MSS,7
2022-07-05,CPK,11
2022-07-05,VNY,11
2022-07-05,ENC,2
2022-07-05,RES,7
2022-07-05,WLK,5
2022-07-05,LAX,2
2022-07-05,NRD,2
2022-07-05,WWD,2
2022-07-05,SLK,2
2022-07-05,SPD,3
2022-07-05,VEN,5
2022-07-05,SLD,1
2022-07-05,BTW,1
2022-07-05,GHL,1
2022-07-04,CCY,17
2022-07-04,CCN,4
2022-07-04,WLK,8
2022-07-04,SLA,18
2022-07-04,WAD,4
2022-07-04,BHT,8
2022-07-04,NLA,10
2022-07-04,WLM,3
2022-07-04,SPD,5
2022-07-04,HWD,13
2022-07-04,BTW,4
2022-07-04,WLA,10
2022-07-04,VNY,8
2022-07-04,SHR,10
2022-07-04,RES,7
2022-07-04,SLK,5
2022-07-04,SEL,19
2022-07-04,PLM,5
2022-07-04,NHL,6
2022-07-04,SVY,6
2022-07-04,SLD,5
2022-07-04,CHT,5
2022-07-04,SYL,3
2022-07-04,MSS,3
2022-07-04,WIL,13
2022-07-04,CPK,10
2022-07-04,WWD,1
2022-07-04,VEN,3
2022-07-04,NRD,4
2022-07-04,GHL,2
2022-07-04,ENC,3
2022-07-04,WCH,6
2022-07-04,HAR,1
2022-07-04,LAX,1
2022-07-03,SEL,24
2022-07-03,CCY,29
2022-07-03,SLK,3
2022-07-03,WLK,7
2022-07-03,WAD,19
2022-07-03,BHT,6
2022-07-03,WLM,4
2022-07-03,PTL,1
2022-07-03,HWD,22
2022-07-03,WIL,31
2022-07-03,BTW,2
2022-07-03,BAR,2
2022-07-03,VNY,9
2022-07-03,RES,3
2022-07-03,NLA,4
2022-07-03,SLA,8
2022-07-03,PLM,3
2022-07-03,WCH,6
2022-07-03,NHL,8
2022-07-03,ARL,5
2022-07-03,SVY,5
2022-07-03,CHT,8
2022-07-03,MSS,5
2022-07-03,SYL,4
2022-07-03,CPK,3
2022-07-03,WLA,8
2022-07-03,CCN,5
2022-07-03,SPD,4
2022-07-03,VEN,5
2022-07-03,GHL,1
2022-07-03,SLD,3
2022-07-03,HAR,1
2022-07-03,LAX,1
2022-07-03,SHR,1
2022-07-03,NRD,1
2022-07-02,CCY,26
2022-07-02,WLK,5
2022-07-02,WAD,12
2022-07-02,SLA,22
2022-07-02,NLA,11
2022-07-02,WLM,8
2022-07-02,SPD,5
2022-07-02,WIL,14
2022-07-02,ENC,5
2022-07-02,SEL,21
2022-07-02,LAX,4
2022-07-02,NHL,9
2022-07-02,ARL,3
2022-07-02,CHT,7
2022-07-02,HAR,2
2022-07-02,MSS,6
2022-07-02,CPK,12
2022-07-02,WLA,6
2022-07-02,PLM,4
2022-07-02,WCH,3
2022-07-02,PTL,1
2022-07-02,HWD,26
2022-07-02,BAR,2
2022-07-02,VNY,7
2022-07-02,SHR,7
2022-07-02,RES,5
2022-07-02,CCN,6
2022-07-02,VEN,1
2022-07-02,SVY,4
2022-07-02,SLK,3
2022-07-02,BHT,3
2022-07-02,WWD,5
2022-07-02,NRD,3
2022-07-02,SLD,2
2022-07-02,BTW,1
2022-07-01,CCN,4
2022-07-01,CCY,28
2022-07-01,WLK,8
2022-07-01,HWD,28
2022-07-01,SLK,4
2022-07-01,WAD,14
2022-07-01,SLA,20
2022-07-01,BHT,11
2022-07-01,NLA,12
2022-07-01,WLM,5
2022-07-01,SPD,3
2022-07-01,WIL,29
2022-07-01,BTW,4
2022-07-01,VNY,10
2022-07-01,RES,10
2022-07-01,SEL,28
2022-07-01,WCH,7
2022-07-01,PLM,11
2022-07-01,VEN,3
2022-07-01,SVY,6
2022-07-01,NHL,17
2022-07-01,GHL,2
2022-07-01,CHT,10
2022-07-01,MSS,7
2022-07-01,ARL,2
2022-07-01,CPK,17
2022-07-01,WLA,6
2022-07-01,BAR,2
2022-07-01,ENC,4
2022-07-01,SLD,1
2022-07-01,NRD,4
2022-07-01,WWD,3
2022-07-01,HAR,3
2022-07-01,SHR,6
2022-07-01,PTL,1
2022-07-01,SYL,1
2022-06-30,CCY,23
2022-06-30,CCN,8
2022-06-30,WLK,3
2022-06-30,SLK,6
2022-06-30,WAD,12
2022-06-30,SLA,21
2022-06-30,BHT,4
2022-06-30,NLA,12
2022-06-30,HAR,5
2022-06-30,WLM,3
2022-06-30,SPD,2
2022-06-30,HWD,21
2022-06-30,WLA,9
2022-06-30,WIL,21
2022-06-30,RES,6
2022-06-30,SEL,15
2022-06-30,WCH,7
2022-06-30,NHL,10
2022-06-30,SVY,8
2022-06-30,ARL,5
2022-06-30,GHL,5
2022-06-30,MSS,8
2022-06-30,CHT,11
2022-06-30,CPK,10
2022-06-30,BTW,7
2022-06-30,ENC,5
2022-06-30,VEN,2
2022-06-30,PLM,6
2022-06-30,LAX,3
2022-06-30,SHR,3
2022-06-30,WWD,5
2022-06-30,SYL,2
2022-06-30,VNY,6
2022-06-30,NRD,2
2022-06-29,CCY,24
2022-06-29,SLK,5
2022-06-29,WLK,5
2022-06-29,WAD,13
2022-06-29,SLA,24
2022-06-29,HAR,6
2022-06-29,WLM,3
2022-06-29,SPD,5
2022-06-29,HWD,18
2022-06-29,WIL,34
2022-06-29,WLA,7
2022-06-29,WWD,5
2022-06-29,SHR,10
2022-06-29,VNY,5
2022-06-29,RES,7
2022-06-29,ENC,8
2022-06-29,SEL,18
2022-06-29,PLM,4
2022-06-29,VEN,3
2022-06-29,WCH,2
2022-06-29,LAX,2
2022-06-29,NHL,12
2022-06-29,ARL,3
2022-06-29,NRD,3
2022-06-29,MSS,9
2022-06-29,CPK,7
2022-06-29,SVY,5
2022-06-29,GHL,2
2022-06-29,CCN,6
2022-06-29,NLA,7
2022-06-29,CHT,5
2022-06-29,BHT,3
2022-06-29,BTW,3
2022-06-29,SYL,3
2022-06-29,PTL,1
2022-06-29,BAR,1
2022-06-29,SLD,1
2022-06-28,CCN,8
2022-06-28,CCY,28
2022-06-28,WLK,8
2022-06-28,SLK,6
2022-06-28,WAD,7
2022-06-28,SLA,14
2022-06-28,BHT,3
2022-06-28,HAR,4
2022-06-28,WLM,2
2022-06-28,SPD,3
2022-06-28,WIL,26
2022-06-28,RES,6
2022-06-28,NLA,8
2022-06-28,SEL,21
2022-06-28,WCH,4
2022-06-28,PLM,5
2022-06-28,VEN,6
2022-06-28,NHL,8
2022-06-28,SVY,5
2022-06-28,SLD,2
2022-06-28,CHT,11
2022-06-28,NRD,4
2022-06-28,SYL,3
2022-06-28,CPK,13
2022-06-28,WWD,2
2022-06-28,WLA,19
2022-06-28,VNY,16
2022-06-28,SHR,5
2022-06-28,ENC,5
2022-06-28,HWD,9
2022-06-28,LAX,1
2022-06-28,GHL,4
2022-06-28,MSS,6
2022-06-28,ARL,1
2022-06-28,BAR,1
2022-06-27,CCY,24
2022-06-27,CCN,6
2022-06-27,WLK,10
2022-06-27,SLA,12
2022-06-27,WAD,15
2022-06-27,NLA,6
2022-06-27,BHT,6
2022-06-27,PTL,1
2022-06-27,WLM,5
2022-06-27,SPD,5
2022-06-27,HWD,22
2022-06-27,WIL,26
2022-06-27,VNY,13
2022-06-27,SEL,26
2022-06-27,VEN,5
2022-06-27,WCH,5
2022-06-27,NHL,9
2022-06-27,SLD,1
2022-06-27,ARL,4
2022-06-27,SVY,5
2022-06-27,CHT,7
2022-06-27,GHL,3
2022-06-27,SYL,3
2022-06-27,MSS,5
2022-06-27,CPK,8
2022-06-27,WLA,5
2022-06-27,SHR,2
2022-06-27,BTW,3
2022-06-27,SLK,3
2022-06-27,BAR,1
2022-06-27,RES,4
2022-06-27,NRD,2
2022-06-27,ENC,5
2022-06-27,PLM,3
2022-06-27,LAX,5
2022-06-26,CCY,21
2022-06-26,WLK,5
2022-06-26,SLK,4
2022-06-26,WIL,19
2022-06-26,SLA,16
2022-06-26,WAD,7
2022-06-26,BHT,9
2022-06-26,NLA,7
2022-06-26,SPD,7
2022-06-26,HAR,5
2022-06-26,HWD,28
2022-06-26,BTW,5
2022-06-26,WLA,8
2022-06-26,WWD,2
2022-06-26,RES,6
2022-06-26,SEL,15
2022-06-26,VEN,9
2022-06-26,WCH,5
2022-06-26,PLM,5
2022-06-26,SHR,5
2022-06-26,NHL,9
2022-06-26,SVY,3
2022-06-26,ARL,4
2022-06-26,SYL,3
2022-06-26,CPK,7
2022-06-26,VNY,12
2022-06-26,CHT,4
2022-06-26,NRD,4
2022-06-26,MSS,2
2022-06-26,LAX,6
2022-06-26,SLD,4
2022-06-26,ENC,5
2022-06-26,BAR,1
2022-06-26,CCN,2
2022-06-26,WLM,1
2022-06-25,CCY,23
2022-06-25,WLK,9
2022-06-25,SLK,7
2022-06-25,SLA,27
2022-06-25,BHT,6
2022-06-25,NLA,7
2022-06-25,WLM,5
2022-06-25,HAR,1
2022-06-25,SPD,5
2022-06-25,HWD,32
2022-06-25,WIL,16
2022-06-25,BTW,7
2022-06-25,WAD,6
2022-06-25,ENC,3
2022-06-25,RES,3
2022-06-25,SEL,22
2022-06-25,WLA,12
2022-06-25,NHL,8
2022-06-25,SVY,6
2022-06-25,CHT,7
2022-06-25,GHL,2
2022-06-25,SYL,4
2022-06-25,MSS,6
2022-06-25,CPK,12
2022-06-25,WWD,3
2022-06-25,VNY,14
2022-06-25,LAX,5
2022-06-25,CCN,5
2022-06-25,PLM,3
2022-06-25,WCH,9
2022-06-25,VEN,9
2022-06-25,SHR,4
2022-06-25,SLD,1
2022-06-25,BAR,1
2022-06-25,PTL,1
2022-06-25,NRD,3
2022-06-24,CCY,29
2022-06-24,WLK,10
2022-06-24,SLK,11
2022-06-24,WAD,11
2022-06-24,SLA,21
2022-06-24,BHT,3
2022-06-24,WLM,6
2022-06-24,HAR,3
2022-06-24,HWD,45
2022-06-24,WIL,16
2022-06-24,WLA,6
2022-06-24,VNY,4
2022-06-24,SHR,5
2022-06-24,ENC,13
2022-06-24,SEL,13
2022-06-24,WCH,7
2022-06-24,VEN,7
2022-06-24,PLM,4
2022-06-24,NHL,13
2022-06-24,GHL,4
2022-06-24,CHT,8
2022-06-24,MSS,4
2022-06-24,SYL,5
2022-06-24,SPD,3
2022-06-24,NRD,4
2022-06-24,CPK,7
2022-06-24,NLA,7
2022-06-24,RES,10
2022-06-24,SVY,6
2022-06-24,CCN,4
2022-06-24,BTW,3
2022-06-24,WWD,3
2022-06-24,LAX,1
2022-06-24,ARL,1
2022-06-23,CCN,3
2022-06-23,CCY,30
2022-06-23,WLK,5
2022-06-23,SLK,3
2022-06-23,SLA,12
2022-06-23,WAD,11
2022-06-23,NLA,8
2022-06-23,WLM,3
2022-06-23,PTL,2
2022-06-23,HAR,6
2022-06-23,HWD,15
2022-06-23,WIL,20
2022-06-23,WLA,5
2022-06-23,RES,7
2022-06-23,SEL,20
2022-06-23,VEN,1
2022-06-23,SHR,7
2022-06-23,NHL,7
2022-06-23,SVY,6
2022-06-23,ARL,3
2022-06-23,CHT,9
2022-06-23,GHL,6
2022-06-23,SYL,6
2022-06-23,CPK,8
2022-06-23,VNY,14
2022-06-23,MSS,6
2022-06-23,NRD,4
2022-06-23,SPD,2
2022-06-23,PLM,6
2022-06-23,SLD,1
2022-06-23,BTW,2
2022-06-23,ENC,6
2022-06-23,BHT,4
2022-06-23,WWD,1
2022-06-23,BAR,1
2022-06-23,WCH,2
2022-06-22,CCY,14
2022-06-22,CCN,7
2022-06-22,WLK,15
2022-06-22,WAD,12
2022-06-22,SLA,24
2022-06-22,BHT,2
2022-06-22,NLA,7
2022-06-22,WLM,1
2022-06-22,HWD,25
2022-06-22,WLA,10
2022-06-22,BTW,5
2022-06-22,VNY,8
2022-06-22,ENC,6
2022-06-22,RES,3
2022-06-22,SLK,7
2022-06-22,SEL,19
2022-06-22,WCH,7
2022-06-22,VEN,7
2022-06-22,NHL,10
2022-06-22,SHR,4
2022-06-22,SVY,6
2022-06-22,NRD,7
2022-06-22,GHL,3
2022-06-22,HAR,4
2022-06-22,MSS,7
2022-06-22,ARL,4
2022-06-22,SYL,2
2022-06-22,WIL,26
2022-06-22,CPK,7
2022-06-22,SPD,6
2022-06-22,PLM,5
2022-06-22,SLD,2
2022-06-22,WWD,2
2022-06-22,CHT,4
2022-06-22,LAX,1
2022-06-21,CCN,5
2022-06-21,CCY,25
2022-06-21,WIL,19
2022-06-21,WLK,7
2022-06-21,SLK,7
2022-06-21,SLA,24
2022-06-21,WAD,10
2022-06-21,BHT,7
2022-06-21,NLA,7
2022-06-21,HAR,4
2022-06-21,WLM,6
2022-06-21,HWD,27
2022-06-21,WLA,5
2022-06-21,WWD,4
2022-06-21,BTW,1
2022-06-21,VNY,16
2022-06-21,ENC,6
2022-06-21,SEL,18
2022-06-21,WCH,7
2022-06-21,NHL,13
2022-06-21,SVY,6
2022-06-21,NRD,5
2022-06-21,MSS,5
2022-06-21,CPK,7
2022-06-21,SHR,4
2022-06-21,ARL,2
2022-06-21,CHT,6
2022-06-21,SYL,2
2022-06-21,RES,2
2022-06-21,LAX,1
2022-06-21,SPD,4
2022-06-21,VEN,6
2022-06-21,PLM,7
2022-06-21,SLD,4
2022-06-21,GHL,3
2022-06-20,CCY,23
2022-06-20,WLK,14
2022-06-20,SLA,18
2022-06-20,WAD,18
2022-06-20,BHT,10
2022-06-20,WLM,2
2022-06-20,SPD,3
2022-06-20,HAR,6
2022-06-20,HWD,22
2022-06-20,WIL,38
2022-06-20,WLA,9
2022-06-20,VNY,8
2022-06-20,ENC,6
2022-06-20,RES,4
2022-06-20,SLK,5
2022-06-20,NLA,9
2022-06-20,SEL,17
2022-06-20,CCN,4
2022-06-20,VEN,6
2022-06-20,NHL,11
2022-06-20,SVY,5
2022-06-20,SLD,1
2022-06-20,CHT,9
2022-06-20,GHL,3
2022-06-20,NRD,4
2022-06-20,MSS,9
2022-06-20,CPK,13
2022-06-20,WCH,4
2022-06-20,LAX,4
2022-06-20,PLM,10
2022-06-20,WWD,3
2022-06-20,BTW,6
2022-06-20,SHR,4
2022-06-20,ARL,1
2022-06-20,SYL,1
2022-06-20,PTL,1
2022-06-19,CCY,23
2022-06-19,WLK,11
2022-06-19,WAD,10
2022-06-19,SLA,19
2022-06-19,BHT,6
2022-06-19,NLA,7
2022-06-19,WLM,3
2022-06-19,SPD,6
2022-06-19,HWD,28
2022-06-19,WIL,19
2022-06-19,BAR,1
2022-06-19,VNY,10
2022-06-19,RES,5
2022-06-19,ENC,3
2022-06-19,SEL,19
2022-06-19,WCH,6
2022-06-19,VEN,2
2022-06-19,NHL,8
2022-06-19,ARL,5
2022-06-19,NRD,2
2022-06-19,CHT,2
2022-06-19,GHL,6
2022-06-19,SYL,2
2022-06-19,MSS,5
2022-06-19,CPK,10
2022-06-19,WLA,8
2022-06-19,WWD,2
2022-06-19,SLK,5
2022-06-19,CCN,4
2022-06-19,SHR,8
2022-06-19,SVY,4
2022-06-19,SLD,1
2022-06-19,BTW,1
2022-06-19,PLM,2
2022-06-18,CCY,19
2022-06-18,CCN,2
2022-06-18,WLK,5
2022-06-18,HWD,39
2022-06-18,SLK,4
2022-06-18,SLA,18
2022-06-18,WAD,10
2022-06-18,BHT,6
2022-06-18,PTL,3
2022-06-18,WIL,27
2022-06-18,WLA,7
2022-06-18,BTW,4
2022-06-18,SHR,4
2022-06-18,VNY,20
2022-06-18,RES,5
2022-06-18,SEL,18
2022-06-18,PLM,7
2022-06-18,VEN,6
2022-06-18,NHL,5
2022-06-18,SLD,4
2022-06-18,SVY,4
2022-06-18,HAR,1
2022-06-18,MSS,6
2022-06-18,ARL,3
2022-06-18,SYL,1
2022-06-18,CPK,14
2022-06-18,ENC,3
2022-06-18,NRD,3
2022-06-18,WWD,3
2022-06-18,WCH,6
2022-06-18,LAX,4
2022-06-18,CHT,6
2022-06-18,SPD,4
2022-06-18,WLM,3
2022-06-18,BAR,1
2022-06-18,NLA,3
2022-06-17,CCY,34
2022-06-17,SLA,21
2022-06-17,WLK,11
2022-06-17,WAD,5
2022-06-17,BHT,4
2022-06-17,NLA,9
2022-06-17,WLM,6
2022-06-17,SPD,7
2022-06-17,HAR,6
2022-06-17,HWD,21
2022-06-17,WIL,41
2022-06-17,BTW,3
2022-06-17,SHR,8
2022-06-17,VNY,6
2022-06-17,ENC,5
2022-06-17,RES,7
2022-06-17,SLK,3
2022-06-17,SEL,16
2022-06-17,WCH,7
2022-06-17,PLM,10
2022-06-17,NHL,7
2022-06-17,SVY,6
2022-06-17,ARL,3
2022-06-17,SLD,4
2022-06-17,GHL,4
2022-06-17,CHT,11
2022-06-17,MSS,6
2022-06-17,CPK,12
2022-06-17,WLA,10
2022-06-17,CCN,7
2022-06-17,WWD,4
2022-06-17,VEN,1
2022-06-17,NRD,1
2022-06-17,BAR,2
2022-06-17,LAX,3
2022-06-17,SYL,3
2022-06-17,PTL,1
2022-06-16,CCY,24
2022-06-16,CCN,7
2022-06-16,WLK,16
2022-06-16,NLA,6
2022-06-16,WLM,8
2022-06-16,HWD,28
2022-06-16,BTW,4
2022-06-16,WWD,3
2022-06-16,WLA,7
2022-06-16,WIL,17
2022-06-16,VNY,11
2022-06-16,SHR,6
2022-06-16,RES,5
2022-06-16,SLK,6
2022-06-16,SLA,25
2022-06-16,WAD,8
2022-06-16,SEL,17
2022-06-16,LAX,5
2022-06-16,PLM,5
2022-06-16,WCH,6
2022-06-16,NHL,5
2022-06-16,SLD,6
2022-06-16,SVY,4
2022-06-16,CHT,8
2022-06-16,NRD,3
2022-06-16,SYL,3
2022-06-16,MSS,8
2022-06-16,CPK,10
2022-06-16,PTL,1
2022-06-16,ARL,1
2022-06-16,SPD,2
2022-06-16,ENC,3
2022-06-16,VEN,1
2022-06-16,BHT,4
2022-06-16,GHL,1
2022-06-16,HAR,1
2022-06-15,CCY,30
2022-06-15,WLK,10
2022-06-15,SLA,27
2022-06-15,WAD,16
2022-06-15,BHT,8
2022-06-15,NLA,15
2022-06-15,SPD,4
2022-06-15,WLM,5
2022-06-15,HWD,22
2022-06-15,WLA,5
2022-06-15,VNY,14
2022-06-15,ENC,5
2022-06-15,RES,4
2022-06-15,SLK,2
2022-06-15,SEL,18
2022-06-15,WCH,6
2022-06-15,PLM,3
2022-06-15,NHL,7
2022-06-15,SHR,2
2022-06-15,ARL,4
2022-06-15,SVY,3
2022-06-15,MSS,8
2022-06-15,WIL,23
2022-06-15,CPK,17
2022-06-15,CHT,6
2022-06-15,GHL,4
2022-06-15,WWD,3
2022-06-15,BAR,1
2022-06-15,LAX,4
2022-06-15,VEN,4
2022-06-15,SLD,3
2022-06-15,PTL,1
2022-06-15,BTW,3
2022-06-15,CCN,3
2022-06-15,NRD,5
2022-06-15,SYL,3
2022-06-15,HAR,1
2022-06-14,CCN,4
2022-06-14,SLA,20
2022-06-14,WLK,6
2022-06-14,WAD,8
2022-06-14,BHT,7
2022-06-14,NLA,10
2022-06-14,HAR,6
2022-06-14,WLM,7
2022-06-14,SPD,7
2022-06-14,HWD,15
2022-06-14,WIL,20
2022-06-14,WLA,11
2022-06-14,WWD,7
2022-06-14,BTW,2
2022-06-14,SHR,7
2022-06-14,VNY,13
2022-06-14,RES,6
2022-06-14,ENC,9
2022-06-14,SLK,6
2022-06-14,SEL,18
2022-06-14,WCH,5
2022-06-14,SVY,5
2022-06-14,NHL,7
2022-06-14,GHL,4
2022-06-14,CHT,9
2022-06-14,NRD,5
2022-06-14,MSS,7
2022-06-14,CCY,15
2022-06-14,SLD,2
2022-06-14,VEN,2
2022-06-14,LAX,2
2022-06-14,CPK,7
2022-06-14,PLM,6
2022-06-14,SYL,2
2022-06-14,ARL,1
2022-06-13,CCN,3
2022-06-13,CCY,13
2022-06-13,HWD,22
2022-06-13,SLK,7
2022-06-13,SLA,17
2022-06-13,BHT,3
2022-06-13,NLA,10
2022-06-13,SPD,7
2022-06-13,WLM,4
2022-06-13,HAR,3
2022-06-13,WAD,5
2022-06-13,WIL,30
2022-06-13,WLA,12
2022-06-13,VNY,11
2022-06-13,ENC,6
2022-06-13,RES,4
2022-06-13,SEL,25
2022-06-13,VEN,5
2022-06-13,SVY,2
2022-06-13,SHR,8
2022-06-13,NHL,12
2022-06-13,ARL,9
2022-06-13,NRD,3
2022-06-13,CHT,5
2022-06-13,MSS,8
2022-06-13,CPK,11
2022-06-13,GHL,2
2022-06-13,WLK,7
2022-06-13,LAX,1
2022-06-13,SYL,1
2022-06-13,BTW,7
2022-06-13,PLM,4
2022-06-13,SLD,3
2022-06-13,WWD,1
2022-06-13,WCH,4
2022-06-12,CCY,21
2022-06-12,WLK,8
2022-06-12,HWD,42
2022-06-12,SLA,17
2022-06-12,WAD,8
2022-06-12,BHT,7
2022-06-12,NLA,11
2022-06-12,WLM,4
2022-06-12,SPD,5
2022-06-12,HAR,2
2022-06-12,WIL,25
2022-06-12,BTW,4
2022-06-12,VNY,8
2022-06-12,RES,2
2022-06-12,SEL,19
2022-06-12,VEN,8
2022-06-12,WCH,5
2022-06-12,NHL,9
2022-06-12,SVY,2
2022-06-12,ARL,4
2022-06-12,GHL,3
2022-06-12,NRD,2
2022-06-12,CHT,3
2022-06-12,MSS,6
2022-06-12,CPK,10
2022-06-12,SHR,3
2022-06-12,CCN,2
2022-06-12,PTL,4
2022-06-12,SLK,8
2022-06-12,WLA,6
2022-06-12,BAR,1
2022-06-12,WWD,1
2022-06-12,ENC,4
2022-06-12,SYL,2
2022-06-12,SLD,1
2022-06-12,PLM,2
2022-06-11,CCY,29
2022-06-11,WLK,9
2022-06-11,HWD,23
2022-06-11,SLK,7
2022-06-11,WAD,14
2022-06-11,SLA,16
2022-06-11,NLA,8
2022-06-11,BHT,8
2022-06-11,WLM,6
2022-06-11,SPD,7
2022-06-11,WIL,31
2022-06-11,WLA,6
2022-06-11,ENC,6
2022-06-11,VNY,8
2022-06-11,RES,4
2022-06-11,SEL,21
2022-06-11,PLM,8
2022-06-11,WCH,3
2022-06-11,VEN,6
2022-06-11,NHL,8
2022-06-11,SVY,4
2022-06-11,MSS,7
2022-06-11,CHT,5
2022-06-11,CPK,6
2022-06-11,WWD,1
2022-06-11,CCN,17
2022-06-11,BTW,4
2022-06-11,SHR,5
2022-06-11,LAX,3
2022-06-11,HAR,3
2022-06-11,GHL,3
2022-06-11,SYL,5
2022-06-11,SLD,3
2022-06-11,PTL,1
2022-06-11,ARL,2
2022-06-11,NRD,1
2022-06-10,CCY,26
2022-06-10,WLK,10
2022-06-10,WIL,28
2022-06-10,SLA,18
2022-06-10,WAD,12
2022-06-10,BHT,10
2022-06-10,WLM,3
2022-06-10,HWD,16
2022-06-10,WLA,12
2022-06-10,CPK,15
2022-06-10,RES,9
2022-06-10,NLA,9
2022-06-10,SLK,11
2022-06-10,SEL,27
2022-06-10,PLM,7
2022-06-10,NHL,10
2022-06-10,SVY,4
2022-06-10,NRD,2
2022-06-10,HAR,2
2022-06-10,SYL,1
2022-06-10,MSS,11
2022-06-10,VNY,11
2022-06-10,SHR,8
2022-06-10,WCH,7
2022-06-10,SPD,4
2022-06-10,BTW,3
2022-06-10,ENC,8
2022-06-10,CCN,5
2022-06-10,SLD,3
2022-06-10,ARL,2
2022-06-10,CHT,4
2022-06-10,VEN,5
2022-06-10,GHL,1
2022-06-10,LAX,1
2022-06-09,CCY,16
2022-06-09,SLK,8
2022-06-09,WLK,7
2022-06-09,SLA,17
2022-06-09,BHT,7
2022-06-09,NLA,16
2022-06-09,SPD,5
2022-06-09,PTL,1
2022-06-09,HWD,14
2022-06-09,WIL,19
2022-06-09,VNY,9
2022-06-09,RES,9
2022-06-09,ENC,8
2022-06-09,SEL,12
2022-06-09,CCN,5
2022-06-09,WCH,6
2022-06-09,PLM,6
2022-06-09,LAX,4
2022-06-09,NHL,14
2022-06-09,CHT,11
2022-06-09,GHL,4
2022-06-09,MSS,5
2022-06-09,SYL,4
2022-06-09,BTW,3
2022-06-09,NRD,4
2022-06-09,WLA,8
2022-06-09,SHR,9
2022-06-09,CPK,8
2022-06-09,HAR,2
2022-06-09,WWD,1
2022-06-09,WAD,7
2022-06-09,SVY,1
2022-06-09,ARL,3
2022-06-09,VEN,3
2022-06-08,CCY,21
2022-06-08,WLK,7
2022-06-08,SLK,7
